Date,Category,Type,Amount
2023-04-14,Service Fees,Expense,10753.58
2024-04-02,Utilities,Revenue,5671.41
2023-11-20,Service Fees,Revenue,7587.25
2023-06-13,Marketing,Expense,6002.55
2023-07-07,Utilities,Expense,6163.53
2024-05-11,Office Rent,Expense,6680.38
2024-01-12,Marketing,Expense,2164.56
2024-05-23,Service Fees,Revenue,5026.15
2023-03-18,Product Sales,Revenue,10064.86
2024-02-08,Product Sales,Expense,8408.12
2024-09-13,Salaries,Expense,2015.78
2023-12-15,Office Rent,Revenue,6803.31
2024-10-19,Service Fees,Expense,422.5
2023-08-16,Salaries,Expense,1760.02
2024-05-07,Service Fees,Expense,6053.41
2023-11-10,Utilities,Expense,6686.25
2023-01-05,Marketing,Revenue,2910.3
2023-10-25,Marketing,Expense,4786.87
2024-09-30,Service Fees,Revenue,5355.66
2024-03-09,Salaries,Revenue,6018.49
2023-01-20,Utilities,Revenue,7499.45
2023-04-14,Salaries,Revenue,9938.27
2023-12-30,Salaries,Revenue,920.32
2024-04-25,Product Sales,Expense,8914.29
2023-04-11,Utilities,Expense,1679.49
2023-06-03,Marketing,Revenue,4440.2
2024-01-18,Product Sales,Revenue,9622.3
2023-05-07,Salaries,Revenue,7008.1
2024-03-05,Service Fees,Revenue,6075.36
2024-12-15,Office Rent,Expense,7649.45
2023-03-02,Salaries,Revenue,10228.94
2024-04-29,Utilities,Revenue,1317.78
2024-07-19,Service Fees,Revenue,6705.88
2023-01-18,Product Sales,Expense,6803.33
2023-02-17,Marketing,Expense,6441.96
2024-06-09,Product Sales,Revenue,10306.4
2023-06-18,Marketing,Revenue,1738.36
2024-04-06,Utilities,Revenue,4777.45
2023-12-28,Software Licenses,Expense,8250.74
2024-07-11,Office Rent,Expense,4373.2
2024-03-22,Service Fees,Expense,3279.69
2023-01-27,Marketing,Revenue,8637.24
2023-11-13,Product Sales,Expense,9543.84
2024-01-08,Software Licenses,Revenue,5017.19
2024-06-24,Office Rent,Revenue,6755.59
2024-04-23,Utilities,Revenue,5667.42
2024-11-30,Marketing,Expense,9362.77
2023-11-03,Marketing,Revenue,3650.65
2023-12-29,Office Rent,Revenue,7440.54
2023-05-01,Salaries,Revenue,2288.44
2023-11-23,Software Licenses,Revenue,3851.27
2024-08-13,Software Licenses,Expense,9006.85
2023-03-05,Salaries,Revenue,946.99
2024-04-04,Product Sales,Expense,7377.28
2024-09-24,Utilities,Revenue,3998.82
2024-07-03,Software Licenses,Expense,4946.45
2024-05-27,Product Sales,Revenue,7102.21
2023-12-19,Salaries,Expense,3662.36
2023-09-12,Service Fees,Expense,7220.1
2023-02-16,Utilities,Expense,5437.48
2023-08-04,Service Fees,Revenue,9433.49
2023-01-31,Service Fees,Revenue,3755.18
2023-07-31,Software Licenses,Expense,3698.06
2023-03-20,Marketing,Revenue,1330.87
2023-03-17,Utilities,Expense,9549.67
2023-03-17,Office Rent,Expense,4499.3
2024-08-20,Office Rent,Revenue,5984.52
2024-06-24,Office Rent,Revenue,3077.25
2023-09-18,Service Fees,Expense,9584.61
2024-07-03,Software Licenses,Expense,2783.95
2023-10-31,Salaries,Revenue,4411.72
2024-08-30,Product Sales,Expense,6140.27
2024-02-07,Product Sales,Expense,9341.68
2024-09-06,Marketing,Revenue,6172.32
2023-03-02,Utilities,Revenue,7277.52
2024-11-13,Utilities,Revenue,3478.06
2022-12-26,Product Sales,Expense,9258.38
2023-06-15,Salaries,Expense,7167.06
2023-11-30,Salaries,Expense,9741.18
2024-03-12,Software Licenses,Revenue,7896.5
2024-05-04,Office Rent,Expense,3486.66
2024-02-29,Utilities,Expense,6621.19
2023-12-05,Marketing,Expense,1846.72
2024-11-16,Utilities,Revenue,6483.7
2023-03-25,Marketing,Expense,3832.5
2024-07-17,Product Sales,Revenue,2201.6
2023-10-04,Software Licenses,Expense,2012.28
2023-09-21,Service Fees,Expense,9574.09
2023-10-03,Salaries,Expense,7151.38
2024-09-14,Office Rent,Revenue,4420.01
2023-01-03,Software Licenses,Expense,9495.38
2024-09-11,Marketing,Expense,5990.25
2024-02-09,Salaries,Expense,1463.37
2024-06-06,Service Fees,Revenue,4148.83
2024-01-06,Product Sales,Expense,5553.44
2023-07-20,Salaries,Expense,6305.75
2023-07-09,Office Rent,Revenue,2712.61
2024-06-16,Software Licenses,Revenue,8126.58
2024-06-04,Service Fees,Expense,8283.34
2023-10-27,Salaries,Expense,1927.97
2024-10-22,Utilities,Revenue,2102.45
2024-04-30,Marketing,Revenue,6525.2
2023-11-02,Software Licenses,Expense,6511.34
2024-09-29,Product Sales,Revenue,9795.24
2023-08-23,Product Sales,Expense,6476.76
2024-04-18,Utilities,Expense,8619.23
2024-06-02,Service Fees,Expense,2581.84
2024-11-05,Product Sales,Revenue,10005.64
2024-12-06,Software Licenses,Revenue,3989.28
2024-01-06,Software Licenses,Revenue,10188.2
2023-10-12,Service Fees,Expense,8365.61
2023-12-02,Salaries,Revenue,7727.07
2024-05-28,Service Fees,Expense,7782.76
2024-10-07,Utilities,Expense,7486.09
2024-04-17,Utilities,Revenue,8290.9
2023-11-08,Office Rent,Expense,4260.8
2024-04-09,Marketing,Expense,8577.88
2024-10-24,Salaries,Expense,1611.42
2023-10-07,Marketing,Expense,7735.93
2023-10-21,Utilities,Revenue,5284.96
2023-06-21,Office Rent,Expense,5461.17
2023-07-25,Utilities,Expense,10068.01
2024-09-20,Utilities,Revenue,890.8
2023-02-13,Salaries,Revenue,1906.33
2023-11-19,Product Sales,Revenue,3567.51
2024-02-22,Office Rent,Revenue,5968.06
2023-12-20,Salaries,Revenue,4804.41
2023-02-09,Salaries,Expense,2172.04
2023-08-03,Office Rent,Expense,10367.45
2023-08-11,Software Licenses,Revenue,5952.62
2024-01-24,Software Licenses,Expense,1313.72
2023-10-02,Marketing,Revenue,8459.52
2023-08-07,Utilities,Revenue,1717.58
2024-09-15,Product Sales,Expense,8570.15
2023-11-21,Product Sales,Expense,1034.04
2024-05-21,Marketing,Expense,3156.47
2024-01-22,Office Rent,Revenue,3220.53
2024-08-18,Utilities,Revenue,9539.53
2023-02-04,Software Licenses,Revenue,2318.97
2023-02-11,Utilities,Expense,6048.67
2024-01-27,Office Rent,Expense,6493.07
2023-03-18,Software Licenses,Revenue,983.26
2023-11-03,Salaries,Revenue,5659.71
2023-09-25,Utilities,Expense,9329.13
2023-09-26,Marketing,Expense,6759.57
2024-05-14,Salaries,Revenue,10060.27
2024-07-07,Product Sales,Expense,4211.45
2024-03-01,Office Rent,Expense,8582.6
2024-11-03,Salaries,Expense,3987.69
2024-08-19,Service Fees,Revenue,10022.88
2024-12-24,Software Licenses,Expense,4761.53
2024-10-16,Software Licenses,Expense,9341.83
2023-05-13,Product Sales,Revenue,5259.41
2024-01-01,Software Licenses,Expense,8134.07
2024-01-14,Salaries,Revenue,8969.31
2023-11-30,Salaries,Revenue,7902.26
2023-07-04,Salaries,Revenue,10262.27
2024-02-17,Salaries,Revenue,8662.79
2023-03-08,Utilities,Expense,5277.12
2023-03-18,Salaries,Expense,3920.44
2024-03-09,Office Rent,Expense,6945.33
2024-05-30,Software Licenses,Revenue,5288.71
2024-10-06,Software Licenses,Revenue,1114.03
2023-07-24,Salaries,Expense,3325.61
2024-08-05,Salaries,Revenue,4397.59
2024-09-26,Service Fees,Revenue,8857.45
2023-10-18,Software Licenses,Expense,2019.4
2024-10-26,Marketing,Revenue,2698.76
2023-08-20,Office Rent,Revenue,916.01
2023-09-10,Product Sales,Expense,8661.24
2023-12-22,Salaries,Expense,9066.95
2023-11-10,Salaries,Revenue,2384.14
2024-08-29,Software Licenses,Expense,7199.83
2024-05-01,Service Fees,Revenue,611.04
2024-09-04,Utilities,Revenue,6779.82
2024-07-19,Software Licenses,Expense,379.56
2024-07-13,Salaries,Revenue,653.01
2024-09-04,Salaries,Expense,1901.24
2024-10-19,Service Fees,Expense,921.28
2024-09-10,Salaries,Revenue,7702.16
2023-02-25,Service Fees,Expense,7641.13
2024-03-02,Marketing,Expense,3033.7
2023-11-08,Office Rent,Revenue,2527.87
2024-06-22,Office Rent,Revenue,1897.93
2023-06-18,Software Licenses,Expense,1165.51
2023-12-28,Office Rent,Revenue,9909.13
2024-11-27,Utilities,Expense,10393.31
2023-06-30,Product Sales,Revenue,5916.27
2024-11-28,Service Fees,Expense,5548.33
2023-08-31,Office Rent,Revenue,2924.09
2024-06-24,Marketing,Revenue,4514.1
2023-01-26,Service Fees,Expense,8265.42
2024-06-30,Service Fees,Expense,5224.48
2024-11-14,Salaries,Expense,9593.03
2023-11-08,Office Rent,Expense,4758.56
2023-05-16,Software Licenses,Revenue,8397.82
2024-06-05,Marketing,Expense,8920.28
2024-08-11,Salaries,Expense,9493.8
2024-03-13,Utilities,Expense,5805.53
2023-08-12,Product Sales,Expense,4856.46
2023-10-20,Utilities,Revenue,8896.26
2024-11-08,Marketing,Expense,6399.18
2023-11-08,Service Fees,Revenue,4688.04
2023-11-15,Office Rent,Expense,8626.24
2024-06-22,Marketing,Revenue,4728.03
2023-07-22,Marketing,Expense,2569.52
2023-07-18,Utilities,Revenue,4208.3
2023-09-09,Salaries,Expense,10050.89
2023-08-24,Utilities,Expense,10046.61
2023-01-07,Service Fees,Expense,3178.89
2023-01-26,Software Licenses,Expense,5342.8
2024-09-18,Salaries,Expense,6606.22
2024-05-02,Service Fees,Expense,1248.06
2023-09-28,Salaries,Expense,2899.44
2024-06-04,Salaries,Expense,2718.58
2023-01-21,Marketing,Revenue,8435.55
2024-05-26,Software Licenses,Revenue,7912.35
2024-10-11,Utilities,Expense,4336.97
2023-03-24,Salaries,Revenue,7972.12
2023-04-21,Utilities,Revenue,1063.04
2024-05-09,Utilities,Revenue,2004.96
2024-04-14,Service Fees,Expense,5093.14
2024-07-06,Service Fees,Expense,3823.0
2024-05-29,Office Rent,Revenue,7660.76
2024-09-05,Utilities,Expense,4815.45
2024-03-15,Software Licenses,Revenue,3190.56
2024-02-01,Product Sales,Revenue,4351.25
2023-12-01,Marketing,Expense,857.56
2024-03-30,Software Licenses,Revenue,3101.77
2023-04-23,Salaries,Expense,5749.68
2023-03-17,Software Licenses,Revenue,8860.29
2023-08-31,Salaries,Revenue,6937.09
2024-09-15,Salaries,Expense,1076.21
2024-04-22,Marketing,Expense,1274.45
2023-11-27,Utilities,Revenue,9539.31
2024-02-29,Service Fees,Expense,7368.96
2023-11-12,Utilities,Revenue,1169.51
2023-12-07,Product Sales,Revenue,9498.66
2023-11-07,Software Licenses,Expense,7651.33
2023-08-06,Marketing,Revenue,5332.35
2024-06-28,Service Fees,Revenue,4872.55
2023-10-22,Service Fees,Revenue,7073.43
2023-07-27,Product Sales,Revenue,7738.99
2023-07-22,Software Licenses,Revenue,8699.12
2023-05-27,Product Sales,Expense,2778.36
2024-05-24,Product Sales,Revenue,8500.07
2023-03-12,Service Fees,Expense,8624.39
2024-06-09,Marketing,Expense,9155.9
2024-07-06,Marketing,Revenue,4523.21
2023-12-24,Service Fees,Revenue,10829.48
2023-08-30,Office Rent,Revenue,5907.01
2023-02-16,Service Fees,Revenue,367.92
2024-09-20,Service Fees,Revenue,7427.48
2024-05-19,Software Licenses,Expense,1820.83
2023-03-21,Service Fees,Expense,8999.64
2024-11-04,Office Rent,Revenue,2182.71
2023-07-13,Utilities,Revenue,4599.13
2024-03-01,Office Rent,Revenue,10207.29
2024-05-05,Marketing,Revenue,8382.86
2024-07-13,Software Licenses,Revenue,4248.31
2024-02-02,Marketing,Revenue,2705.61
2024-04-21,Office Rent,Expense,5269.34
2024-05-11,Salaries,Expense,8746.92
2024-10-08,Utilities,Revenue,1408.73
2023-05-31,Software Licenses,Expense,5634.98
2023-02-03,Software Licenses,Revenue,3480.42
2023-03-19,Software Licenses,Expense,4177.61
2024-08-05,Product Sales,Revenue,1983.37
2024-10-23,Salaries,Revenue,6817.19
2024-05-23,Office Rent,Revenue,7612.42
2023-04-23,Salaries,Revenue,1375.47
2024-07-10,Software Licenses,Expense,8084.2
2024-05-14,Utilities,Expense,908.89
2023-06-09,Office Rent,Expense,5284.13
2023-04-12,Service Fees,Expense,8995.47
2024-04-10,Utilities,Expense,8072.65
2023-04-05,Office Rent,Revenue,3331.79
2024-08-28,Product Sales,Expense,9513.46
2024-06-29,Marketing,Expense,2925.98
2024-05-05,Office Rent,Revenue,3383.87
2023-07-19,Office Rent,Expense,4480.08
2024-02-29,Service Fees,Expense,5841.45
2023-05-26,Product Sales,Expense,6995.14
2024-06-16,Marketing,Revenue,3393.32
2024-08-10,Marketing,Expense,7270.27
2023-11-06,Product Sales,Expense,7138.51
2024-01-06,Product Sales,Expense,6886.27
2023-10-25,Office Rent,Expense,1766.61
2024-05-14,Product Sales,Revenue,5373.84
2023-04-22,Marketing,Revenue,6717.65
2023-05-27,Service Fees,Revenue,1566.39
2024-01-26,Utilities,Expense,5789.66
2023-06-05,Utilities,Revenue,3755.28
2024-07-01,Software Licenses,Revenue,6328.18
2023-05-24,Product Sales,Revenue,8943.51
2024-09-10,Service Fees,Revenue,8298.79
2024-04-30,Office Rent,Expense,6122.57
2023-06-16,Salaries,Expense,2048.05
2023-11-03,Utilities,Expense,8506.07
2023-09-01,Service Fees,Expense,3729.57
2024-07-30,Product Sales,Expense,8681.37
2024-11-17,Product Sales,Revenue,4864.09
2023-07-08,Salaries,Expense,7603.72
2023-07-30,Utilities,Expense,8456.92
2023-12-25,Salaries,Revenue,3985.91
2023-04-01,Salaries,Revenue,5263.4
2023-07-30,Salaries,Expense,4050.69
2023-12-23,Software Licenses,Expense,5498.97
2024-05-26,Service Fees,Expense,2131.14
2023-06-08,Office Rent,Revenue,5555.89
2024-02-16,Marketing,Revenue,6544.94
2023-01-29,Utilities,Revenue,7130.09
2023-04-28,Office Rent,Expense,9722.28
2023-10-13,Product Sales,Expense,5926.59
2024-05-10,Software Licenses,Revenue,7060.38
2023-01-08,Salaries,Revenue,10291.0
2024-06-09,Product Sales,Expense,6408.55
2024-07-29,Utilities,Expense,7230.25
2023-03-03,Software Licenses,Revenue,2068.08
2024-07-01,Salaries,Revenue,6843.28
2024-10-02,Office Rent,Expense,1028.28
2023-10-29,Office Rent,Expense,6007.06
2024-06-09,Product Sales,Expense,8437.08
2024-02-13,Salaries,Expense,4702.1
2024-09-29,Office Rent,Expense,6626.64
2024-12-07,Software Licenses,Expense,8485.22
2024-10-13,Software Licenses,Expense,7411.18
2023-11-01,Marketing,Expense,8427.49
2024-04-27,Software Licenses,Revenue,1709.02
2023-12-01,Service Fees,Expense,4458.14
2023-05-26,Product Sales,Expense,5770.02
2023-01-29,Marketing,Revenue,7450.09
2023-10-12,Utilities,Expense,6486.5
2024-09-27,Office Rent,Revenue,3723.87
2023-10-08,Software Licenses,Expense,1225.29
2023-10-29,Salaries,Revenue,3884.55
2024-03-14,Service Fees,Revenue,3930.43
2024-05-24,Utilities,Expense,7288.09
2024-10-12,Product Sales,Expense,5037.06
2024-06-18,Office Rent,Expense,8551.33
2024-02-29,Office Rent,Expense,10447.79
2023-10-07,Software Licenses,Revenue,3176.75
2024-09-02,Marketing,Revenue,979.46
2024-05-19,Product Sales,Revenue,1313.16
2023-07-27,Salaries,Expense,547.05
2024-08-09,Service Fees,Expense,3379.75
2023-11-29,Utilities,Revenue,10378.51
2024-03-24,Office Rent,Expense,8148.53
2023-01-29,Salaries,Expense,9360.47
2023-04-15,Office Rent,Revenue,8464.47
2023-12-13,Utilities,Revenue,3122.9
2024-04-27,Service Fees,Expense,4484.61
2024-01-12,Software Licenses,Revenue,6844.13
2024-05-06,Service Fees,Expense,2313.48
2023-05-14,Office Rent,Revenue,8551.48
2024-01-14,Utilities,Revenue,5939.36
2024-06-24,Utilities,Revenue,8125.94
2024-11-24,Utilities,Expense,8096.9
2023-09-07,Utilities,Revenue,1977.37
2024-07-03,Utilities,Revenue,4868.75
2023-10-24,Service Fees,Expense,2738.41
2024-06-05,Utilities,Revenue,2224.22
2023-01-07,Utilities,Revenue,3475.98
2023-03-10,Software Licenses,Expense,7679.74
2024-03-02,Utilities,Revenue,7340.76
2024-03-28,Marketing,Revenue,5357.41
2024-12-11,Salaries,Expense,7165.6
2024-04-16,Utilities,Revenue,3864.1
2023-01-18,Product Sales,Revenue,3933.38
2024-06-10,Salaries,Expense,7429.45
2023-05-23,Product Sales,Expense,4355.26
2024-07-18,Marketing,Revenue,1362.39
2024-12-23,Software Licenses,Expense,2709.06
2023-03-29,Product Sales,Revenue,5645.52
2023-09-23,Utilities,Expense,2233.58
2023-02-03,Product Sales,Expense,5466.09
2023-03-31,Software Licenses,Revenue,9215.36
2024-05-05,Utilities,Expense,5039.08
2024-06-08,Product Sales,Revenue,9495.34
2024-08-12,Software Licenses,Revenue,2553.14
2023-07-10,Product Sales,Revenue,7161.43
2023-08-04,Office Rent,Revenue,3733.88
2023-03-05,Office Rent,Expense,923.11
2023-02-01,Product Sales,Expense,7010.89
2023-01-15,Utilities,Revenue,4173.54
2023-11-13,Salaries,Expense,9537.31
2024-01-09,Utilities,Revenue,282.07
2024-02-10,Office Rent,Revenue,1785.74
2023-11-11,Software Licenses,Expense,7517.47
2023-05-05,Marketing,Revenue,7152.02
2023-11-15,Salaries,Revenue,8825.02
2023-07-21,Software Licenses,Revenue,9538.23
2024-07-16,Software Licenses,Revenue,7389.86
2023-12-14,Service Fees,Revenue,816.0
2024-01-18,Product Sales,Revenue,8801.06
2023-02-21,Product Sales,Revenue,10327.92
2023-04-22,Product Sales,Expense,5298.66
2023-12-05,Service Fees,Revenue,1818.77
2023-06-07,Marketing,Revenue,8411.18
2024-01-19,Utilities,Revenue,8590.02
2023-01-03,Software Licenses,Revenue,4136.09
2024-10-29,Marketing,Expense,6495.85
2023-07-20,Product Sales,Expense,9284.26
2024-02-06,Utilities,Expense,6081.25
2023-06-09,Product Sales,Expense,8529.3
2023-02-27,Utilities,Expense,1869.44
2023-09-30,Service Fees,Expense,2607.83
2023-08-20,Service Fees,Revenue,4020.7
2023-02-03,Office Rent,Expense,6833.07
2024-06-04,Salaries,Expense,9044.05
2023-10-05,Service Fees,Expense,5028.34
2023-04-14,Product Sales,Expense,4371.24
2024-06-01,Product Sales,Expense,2759.66
2024-10-13,Service Fees,Revenue,7334.01
2024-12-21,Service Fees,Revenue,4108.81
2024-06-29,Salaries,Expense,904.93
2023-03-24,Software Licenses,Revenue,2093.11
2023-04-05,Software Licenses,Expense,7662.26
2024-08-10,Marketing,Revenue,10503.37
2024-05-03,Service Fees,Expense,5898.84
2024-09-14,Marketing,Revenue,8502.96
2024-07-09,Marketing,Expense,681.76
2023-04-16,Product Sales,Expense,914.3
2023-07-23,Marketing,Expense,9689.8
2023-10-08,Marketing,Expense,4378.89
2024-10-02,Office Rent,Expense,5071.77
2023-12-21,Utilities,Revenue,8061.22
2024-02-01,Marketing,Expense,10617.11
2024-10-14,Software Licenses,Revenue,2954.82
2024-08-01,Utilities,Expense,974.64
2023-03-13,Product Sales,Revenue,3940.93
2023-12-05,Software Licenses,Expense,3931.03
2024-08-21,Marketing,Expense,7072.26
2024-05-25,Office Rent,Expense,4245.68
2024-12-22,Office Rent,Revenue,9735.51
2023-08-30,Utilities,Expense,3186.5
2024-11-12,Marketing,Revenue,6718.25
2023-02-06,Product Sales,Revenue,9541.49
2024-06-03,Marketing,Expense,3425.71
2024-05-09,Software Licenses,Revenue,4713.91
2024-04-25,Software Licenses,Expense,4856.33
2023-12-12,Service Fees,Expense,5522.69
2023-07-15,Service Fees,Expense,661.01
2023-02-05,Office Rent,Revenue,5335.9
2024-09-05,Salaries,Revenue,3140.76
2024-04-12,Service Fees,Revenue,4975.39
2024-08-06,Marketing,Revenue,10633.94
2024-02-29,Service Fees,Revenue,9615.34
2023-11-18,Utilities,Revenue,9727.67
2024-06-09,Utilities,Expense,7827.5
2024-09-26,Product Sales,Expense,9654.18
2023-09-12,Product Sales,Expense,3965.32
2023-04-17,Marketing,Expense,9409.22
2024-07-04,Software Licenses,Expense,1689.38
2024-04-18,Product Sales,Expense,2061.78
2024-07-21,Service Fees,Expense,8938.79
2023-06-22,Product Sales,Revenue,4039.3
2023-05-08,Salaries,Expense,4558.78
2023-02-03,Marketing,Expense,3620.38
2023-02-05,Service Fees,Expense,2005.58
2023-09-15,Marketing,Revenue,5466.05
2024-05-16,Service Fees,Revenue,4776.54
2024-02-23,Office Rent,Expense,7190.11
2023-06-07,Service Fees,Expense,3989.12
2023-03-24,Software Licenses,Revenue,4179.83
2023-06-18,Software Licenses,Revenue,8941.02
2023-07-21,Product Sales,Expense,5941.91
2024-10-16,Salaries,Expense,1634.61
2023-01-20,Office Rent,Revenue,3548.31
2024-09-24,Office Rent,Expense,9337.24
2024-01-28,Salaries,Expense,7104.41
2023-05-30,Service Fees,Revenue,1452.8
2024-03-13,Marketing,Expense,4059.06
2024-07-20,Salaries,Revenue,6363.44
2024-12-14,Software Licenses,Revenue,2845.46
2024-06-12,Utilities,Revenue,10006.33
2024-11-05,Office Rent,Expense,9451.54
2023-04-09,Product Sales,Revenue,6765.7
2024-01-21,Utilities,Expense,1847.52
2023-11-28,Office Rent,Expense,4680.32
2024-05-29,Service Fees,Revenue,5453.73
2023-07-14,Service Fees,Expense,8659.56
2023-10-22,Salaries,Expense,4784.13
2024-06-20,Software Licenses,Expense,7578.47
2023-03-30,Salaries,Revenue,8825.55
2023-05-03,Marketing,Revenue,8184.64
2024-04-22,Software Licenses,Revenue,4397.39
2024-01-10,Office Rent,Revenue,615.31
2024-08-23,Software Licenses,Expense,7006.95
2023-03-17,Utilities,Expense,1522.84
2024-01-22,Utilities,Revenue,6310.75
2023-01-25,Software Licenses,Expense,5733.21
2023-07-05,Salaries,Revenue,2729.02
2024-02-09,Software Licenses,Expense,2329.91
2023-02-12,Service Fees,Revenue,6212.85
2024-05-30,Software Licenses,Expense,2757.06
2024-10-15,Software Licenses,Expense,6646.34
2023-02-19,Service Fees,Revenue,7333.51
2024-11-10,Marketing,Revenue,562.25
2024-07-09,Utilities,Expense,9379.05
2024-03-05,Software Licenses,Revenue,5257.72
2023-08-27,Marketing,Revenue,7985.33
2023-06-13,Service Fees,Revenue,4223.93
2023-05-26,Office Rent,Revenue,1352.72
2024-04-29,Software Licenses,Expense,1773.33
2024-11-28,Product Sales,Revenue,1697.11
2023-10-28,Product Sales,Expense,1043.64
2023-03-25,Marketing,Revenue,4909.54
2023-08-20,Product Sales,Expense,3431.02
2023-11-06,Marketing,Revenue,9339.53
2023-04-22,Marketing,Expense,9925.82
2024-07-15,Office Rent,Expense,3980.5
2023-12-07,Service Fees,Expense,10585.43
2024-10-15,Salaries,Expense,4516.6
2023-08-13,Product Sales,Revenue,5597.98
2024-11-13,Product Sales,Revenue,2115.89
2023-06-27,Software Licenses,Expense,9578.19
2024-09-04,Office Rent,Expense,8145.41
